user_id,date,age,age_group,social_media_hours,work_or_study_hours,entertainment_hours,total_screen_time,primary_device,internet_type
1018,4/18/2024,26,26-35,0.8,1.8,2.3,4.9,Laptop,Mobile Data
1019,10/23/2024,15,13-18,3.9,6.4,2.3,12.6,Tablet,Mobile Data
1020,4/6/2024,28,26-35,0.2,1.6,2.7,4.5,Tablet,Mobile Data
1021,12/10/2024,23,19-25,2.3,3.2,2.6,8.1,Laptop,Mobile Data
1022,3/4/2024,34,26-35,1.9,2.8,3,7.7,Mobile,Mobile Data
1023,8/13/2024,74,60+,3.3,4.7,1.2,9.2,Mobile,Mobile Data
1024,4/3/2024,64,60+,3.6,3.9,1.8,9.3,Laptop,WiFi
1025,3/30/2024,69,60+,3.5,1.1,1.9,6.5,Laptop,WiFi
1026,3/4/2024,59,46-60,2.9,3.4,2,8.3,Tablet,Mobile Data
1027,5/12/2024,50,46-60,1.2,4.7,3.2,9.1,Mobile,WiFi
1028,9/30/2024,16,13-18,1.6,3.8,0.6,6,Tablet,Mobile Data
1029,10/3/2024,54,46-60,3.3,4,3.3,10.6,Laptop,WiFi
1030,5/18/2024,34,26-35,1.7,4.6,3.2,9.5,Mobile,Mobile Data
1031,9/19/2024,33,26-35,2.3,2.4,3,7.7,Mobile,WiFi
1032,7/27/2024,15,13-18,1.2,2.6,2,5.8,Tablet,WiFi
1033,2/3/2024,33,26-35,0.8,2.8,1.1,4.7,Laptop,Mobile Data
1034,6/23/2024,37,36-45,2.8,5,3.4,11.2,Tablet,WiFi
1035,9/23/2024,36,36-45,3.8,4.2,3.4,11.4,Laptop,Mobile Data
1036,6/25/2024,27,26-35,3.3,4.9,0.8,9,Mobile,Mobile Data
1037,6/12/2024,37,36-45,1.3,3.8,3.2,8.3,Mobile,WiFi
1038,11/28/2024,27,26-35,1,5.6,2.2,8.8,Laptop,Mobile Data
1039,2/7/2024,26,26-35,3.6,1.7,2.3,7.6,Mobile,Mobile Data
1040,2/5/2024,35,26-35,2,4.7,1.4,8.1,Mobile,Mobile Data
1041,10/2/2024,61,60+,3.9,3.6,2.9,10.4,Laptop,Mobile Data
1042,6/2/2024,31,26-35,3.3,2.2,3.4,8.9,Laptop,Mobile Data
1043,5/12/2024,18,13-18,1.4,1.6,2.4,5.4,Mobile,Mobile Data
1044,12/9/2024,13,13-18,2.3,1.1,3.4,6.8,Tablet,Mobile Data
1045,12/6/2024,30,26-35,2.7,4.4,0.7,7.8,Tablet,WiFi
1046,12/26/2024,52,46-60,2.6,4.3,2.6,9.5,Tablet,Mobile Data
1047,2/5/2024,40,36-45,3.1,2.6,3.2,8.9,Tablet,Mobile Data
1048,8/12/2024,39,36-45,3.5,2.3,1.5,7.3,Laptop,Mobile Data
1049,3/30/2024,65,60+,2.4,1.5,0.9,4.8,Laptop,WiFi
1050,10/17/2024,24,19-25,2.2,1.3,2.2,5.7,Mobile,WiFi
1051,10/19/2024,34,26-35,0.5,3.1,3.1,6.7,Mobile,WiFi
1052,6/26/2024,75,60+,3.1,4.3,2,9.4,Tablet,Mobile Data
1053,10/20/2024,44,36-45,1.4,6.5,0.7,8.6,Mobile,Mobile Data
1054,7/22/2024,25,19-25,2.2,3.3,2.3,7.8,Laptop,WiFi
1055,1/25/2024,55,46-60,0.3,3.2,3.3,6.8,Tablet,Mobile Data
1056,8/3/2024,40,36-45,1.6,1.4,2.2,5.2,Tablet,Mobile Data
1057,10/11/2024,15,13-18,0.2,4.4,2.6,7.2,Mobile,WiFi
1058,7/13/2024,17,13-18,3.4,6.6,3.2,13.2,Mobile,WiFi
1059,12/8/2024,15,13-18,2.4,4.4,1.4,8.2,Tablet,Mobile Data
1060,2/26/2024,35,26-35,1.8,3,3,7.8,Mobile,WiFi
1061,11/25/2024,51,46-60,3.8,3,2.6,9.4,Tablet,WiFi
1062,3/23/2024,39,36-45,3.2,6.8,3.4,13.4,Laptop,WiFi
1063,6/14/2024,52,46-60,0.4,6.4,1.1,7.9,Tablet,Mobile Data
1064,2/28/2024,68,60+,2.3,3.1,1.5,6.9,Mobile,WiFi
1065,3/31/2024,38,36-45,3.1,5.6,2,10.7,Tablet,WiFi
1066,12/18/2024,42,36-45,2.5,6.3,2.1,10.9,Laptop,Mobile Data
1067,5/22/2024,68,60+,1.6,2.8,1.5,5.9,Laptop,Mobile Data
1068,8/21/2024,57,46-60,3.9,6.7,0.6,11.2,Tablet,WiFi
1069,2/29/2024,52,46-60,3.1,1.9,1.2,6.2,Tablet,WiFi
1070,10/6/2024,70,60+,3.8,3.9,0.9,8.6,Tablet,WiFi
1071,11/23/2024,20,19-25,2.5,5.1,1.2,8.8,Laptop,Mobile Data
1072,9/30/2024,22,19-25,3.8,1.8,1.9,7.5,Laptop,WiFi
1073,8/14/2024,69,60+,3.9,3.2,1.5,8.6,Tablet,Mobile Data
1074,5/20/2024,67,60+,2.8,2.2,1.1,6.1,Mobile,Mobile Data
1075,7/12/2024,16,13-18,0.8,1.5,1.5,3.8,Tablet,WiFi
1076,3/17/2024,50,46-60,2.5,5.4,1.9,9.8,Laptop,Mobile Data
1077,12/20/2024,49,46-60,1.6,4.1,2.9,8.6,Laptop,Mobile Data
1078,3/24/2024,38,36-45,2,6.2,2,10.2,Laptop,Mobile Data
1079,5/5/2024,32,26-35,3.9,5,0.8,9.7,Mobile,Mobile Data
1080,1/19/2024,18,13-18,0.4,6.9,2.8,10.1,Tablet,WiFi
1081,11/6/2024,22,19-25,2.3,6.7,2.4,11.4,Mobile,Mobile Data
1082,2/19/2024,35,26-35,3.1,4.1,2.9,10.1,Laptop,WiFi
1083,8/25/2024,25,19-25,2.1,2.5,1.3,5.9,Mobile,WiFi
1084,11/28/2024,17,13-18,1.5,3.4,2.9,7.8,Tablet,WiFi
1085,8/7/2024,23,19-25,3.6,3,1.7,8.3,Tablet,WiFi
1086,1/17/2024,75,60+,0.6,1.9,1.6,4.1,Mobile,WiFi
1087,11/1/2024,75,60+,1.2,4.5,3.1,8.8,Laptop,Mobile Data
1088,12/13/2024,15,13-18,0.4,3,2.7,6.1,Laptop,Mobile Data
1089,11/11/2024,40,36-45,2.6,6.2,3.2,12,Tablet,Mobile Data
1090,10/5/2024,75,60+,2.4,6.2,0.9,9.5,Tablet,Mobile Data
1091,3/23/2024,21,19-25,1.6,6.5,2.9,11,Mobile,WiFi
1092,9/24/2024,66,60+,0.7,5.4,3.4,9.5,Mobile,Mobile Data
1093,11/11/2024,19,19-25,2.4,5.6,1.5,9.5,Laptop,WiFi
1094,12/2/2024,16,13-18,2.7,5.3,1.3,9.3,Tablet,Mobile Data
1095,8/12/2024,54,46-60,1.1,5.4,3.3,9.8,Mobile,WiFi
1096,2/9/2024,32,26-35,3.1,7,2.8,12.9,Tablet,Mobile Data
1097,11/1/2024,37,36-45,3.4,4,2.5,9.9,Tablet,WiFi
1098,7/17/2024,39,36-45,0.2,4.3,2.8,7.3,Mobile,WiFi
1099,11/22/2024,34,26-35,0.7,2.8,2.8,6.3,Mobile,Mobile Data
1100,11/12/2024,25,19-25,4,6.8,0.6,11.4,Tablet,Mobile Data
1101,2/23/2024,24,19-25,1.4,2.6,3,7,Tablet,WiFi
1102,5/9/2024,17,13-18,3.7,2,2.1,7.8,Laptop,WiFi
1103,5/1/2024,68,60+,0.8,4.1,1.5,6.4,Mobile,WiFi
1104,3/16/2024,63,60+,0.7,4.5,2.4,7.6,Tablet,WiFi
1105,9/9/2024,47,46-60,2.6,4.6,2.5,9.7,Tablet,WiFi
1106,4/28/2024,28,26-35,3.5,3,1.6,8.1,Mobile,WiFi
1107,9/29/2024,47,46-60,1.3,4.8,2.3,8.4,Laptop,WiFi
1108,10/11/2024,49,46-60,2.1,2.7,3.4,8.2,Mobile,WiFi
1109,11/10/2024,38,36-45,0.9,4.4,2,7.3,Tablet,Mobile Data
1110,2/2/2024,73,60+,1,4.9,2.9,8.8,Mobile,Mobile Data
1111,11/29/2024,64,60+,0.7,4.9,0.7,6.3,Tablet,WiFi
1112,6/5/2024,33,26-35,2.9,2.9,3.4,9.2,Tablet,Mobile Data
1113,2/7/2024,57,46-60,2,6.3,0.5,8.8,Tablet,WiFi
1114,1/4/2024,42,36-45,1.3,4.3,1.9,7.5,Tablet,WiFi
1115,12/7/2024,33,26-35,2.9,2.3,2.3,7.5,Laptop,WiFi
1116,10/5/2024,68,60+,0.4,5,1.5,6.9,Tablet,WiFi
1117,5/18/2024,70,60+,0.7,3.5,1.4,5.6,Mobile,Mobile Data
1118,11/23/2024,26,26-35,1.2,3,2.1,6.3,Mobile,Mobile Data
1119,8/10/2024,26,26-35,3.7,3.4,1,8.1,Tablet,WiFi
1120,4/29/2024,23,19-25,2,5.4,2.5,9.9,Mobile,Mobile Data
1121,12/9/2024,31,26-35,2.6,2.8,2,7.4,Tablet,WiFi
1122,11/26/2024,26,26-35,3,2.7,2.9,8.6,Laptop,WiFi
1123,9/14/2024,16,13-18,0.7,2.8,1.3,4.8,Tablet,Mobile Data
1124,4/26/2024,65,60+,2.3,4.2,1.9,8.4,Laptop,WiFi
1125,6/25/2024,39,36-45,2.9,3.1,3,9,Mobile,WiFi
1126,5/30/2024,24,19-25,3.9,4.2,3.3,11.4,Mobile,WiFi
1127,9/10/2024,65,60+,0.3,3,3.4,6.7,Tablet,WiFi
1128,7/12/2024,22,19-25,1,6.3,1,8.3,Laptop,WiFi
1129,1/9/2024,20,19-25,2,5.9,3,10.9,Mobile,WiFi
1130,1/4/2024,19,19-25,3.8,3.6,2.2,9.6,Mobile,Mobile Data
1131,3/25/2024,23,19-25,0.5,4.8,0.5,5.8,Laptop,WiFi
1132,10/11/2024,30,26-35,0.3,3.2,3.2,6.7,Mobile,WiFi
1133,9/23/2024,45,36-45,1.9,3.1,3.4,8.4,Mobile,WiFi
1134,8/18/2024,41,36-45,2.2,2.3,3.2,7.7,Tablet,WiFi
1135,8/17/2024,44,36-45,1.3,2.5,1.9,5.7,Tablet,Mobile Data
1136,12/30/2024,18,13-18,0.6,6.5,1.7,8.8,Laptop,Mobile Data
1137,6/17/2024,25,19-25,1.7,2.5,0.7,4.9,Tablet,WiFi
1138,5/12/2024,45,36-45,3.5,5.9,2.1,11.5,Mobile,WiFi
1139,4/16/2024,20,19-25,3.7,4.6,2.7,11,Mobile,Mobile Data
1140,9/4/2024,24,19-25,1,5.9,3.1,10,Mobile,Mobile Data
1141,9/30/2024,44,36-45,2,3.1,2.9,8,Laptop,Mobile Data
1142,6/29/2024,27,26-35,3.9,5.5,2.4,11.8,Laptop,Mobile Data
1143,4/30/2024,37,36-45,3.7,5.1,0.6,9.4,Tablet,Mobile Data
1144,7/21/2024,69,60+,0.5,3.2,3.4,7.1,Laptop,WiFi
1145,3/16/2024,20,19-25,3.9,4.7,1.3,9.9,Mobile,WiFi
1146,6/30/2024,18,13-18,3.8,1.2,1.9,6.9,Tablet,WiFi
1147,7/27/2024,14,13-18,2.9,6.6,1.4,10.9,Laptop,WiFi
1148,12/15/2024,13,13-18,0.4,6.4,2,8.8,Mobile,WiFi
1149,6/13/2024,18,13-18,0.8,3.6,1.2,5.6,Laptop,Mobile Data
1150,5/9/2024,43,36-45,3.7,4.6,0.9,9.2,Tablet,Mobile Data
1151,8/15/2024,27,26-35,0.7,3.7,3.3,7.7,Tablet,WiFi
1152,11/4/2024,73,60+,3.1,3.2,1.8,8.1,Mobile,Mobile Data
1153,10/4/2024,27,26-35,2.6,1.5,2.8,6.9,Mobile,Mobile Data
1154,2/4/2024,26,26-35,1.8,4,1.7,7.5,Mobile,Mobile Data
1155,10/16/2024,31,26-35,3.9,5.3,1.3,10.5,Tablet,WiFi
1156,4/4/2024,16,13-18,3.9,1.4,3,8.3,Tablet,WiFi
1157,3/12/2024,16,13-18,1,1.8,1.2,4,Tablet,WiFi
1158,1/21/2024,20,19-25,3.7,5.8,1.5,11,Laptop,WiFi
1159,6/7/2024,75,60+,1.3,4.5,2.3,8.1,Mobile,WiFi
1160,5/12/2024,24,19-25,2.7,4,2.2,8.9,Laptop,Mobile Data
1161,4/26/2024,47,46-60,3.4,3.5,0.5,7.4,Tablet,Mobile Data
1162,4/24/2024,56,46-60,3.3,4.7,2.8,10.8,Tablet,WiFi
1163,12/19/2024,41,36-45,1.5,2.6,2,6.1,Laptop,Mobile Data
1164,2/29/2024,22,19-25,1.6,2.9,3.3,7.8,Mobile,Mobile Data
1165,12/10/2024,34,26-35,3.4,5.6,2,11,Mobile,WiFi
1166,6/15/2024,20,19-25,0.6,1.8,1.4,3.8,Laptop,Mobile Data
1167,6/24/2024,74,60+,3.6,2.4,2.9,8.9,Laptop,Mobile Data
1168,5/3/2024,21,19-25,2,6.2,2.3,10.5,Tablet,Mobile Data
1169,1/13/2024,39,36-45,3.1,5,1.5,9.6,Laptop,WiFi
1170,10/24/2024,13,13-18,3.4,3.6,2.3,9.3,Tablet,WiFi
1171,1/19/2024,44,36-45,2.3,2.3,1.2,5.8,Laptop,Mobile Data
1172,10/15/2024,21,19-25,0.3,4,2.3,6.6,Mobile,Mobile Data
1173,12/10/2024,15,13-18,3.4,4.7,2.1,10.2,Tablet,WiFi
1174,1/9/2024,13,13-18,3.7,2.8,1.4,7.9,Mobile,WiFi
1175,11/22/2024,14,13-18,1.8,4.9,2.1,8.8,Laptop,Mobile Data
1176,11/16/2024,44,36-45,1.6,3.8,0.6,6,Mobile,Mobile Data
1177,1/30/2024,40,36-45,2.9,4.5,1,8.4,Mobile,WiFi
1178,1/13/2024,27,26-35,1.6,2.4,1.5,5.5,Mobile,Mobile Data
1179,7/29/2024,36,36-45,0.5,6.8,1.8,9.1,Mobile,Mobile Data
1180,2/22/2024,74,60+,2,1.5,2.6,6.1,Laptop,WiFi
1181,3/7/2024,24,19-25,1.4,2.7,2.5,6.6,Mobile,Mobile Data
1182,2/13/2024,15,13-18,0.6,1.5,2.7,4.8,Mobile,Mobile Data
1183,6/17/2024,14,13-18,1.9,6.5,2.5,10.9,Laptop,Mobile Data
1184,10/18/2024,65,60+,3,3.1,2,8.1,Laptop,WiFi
1185,10/2/2024,68,60+,0.5,3.8,1.5,5.8,Mobile,Mobile Data
1186,9/29/2024,35,26-35,3.4,1.4,2.8,7.6,Mobile,Mobile Data
1187,11/11/2024,54,46-60,3.6,2.3,1.5,7.4,Laptop,WiFi
1188,5/22/2024,51,46-60,2.7,6.7,2.2,11.6,Mobile,Mobile Data
1189,7/9/2024,22,19-25,2.4,1.1,2.9,6.4,Laptop,WiFi
1190,7/6/2024,55,46-60,2,2.4,1.5,5.9,Mobile,Mobile Data
1191,2/11/2024,15,13-18,1.5,5,2.2,8.7,Laptop,Mobile Data
1192,2/20/2024,20,19-25,2.6,2.9,1.8,7.3,Laptop,WiFi
1193,12/29/2024,61,60+,2.6,6.3,2.7,11.6,Tablet,WiFi
1194,8/5/2024,45,36-45,1.8,4.7,3,9.5,Tablet,Mobile Data
1195,3/16/2024,40,36-45,2.7,3.7,1.4,7.8,Laptop,Mobile Data
1196,12/18/2024,57,46-60,2.2,2.6,1.5,6.3,Laptop,WiFi
1197,4/20/2024,14,13-18,2.5,2.6,3,8.1,Tablet,Mobile Data
1198,7/2/2024,21,19-25,1.3,2.5,3.2,7,Mobile,Mobile Data
1199,1/9/2024,56,46-60,3,3.3,1.3,7.6,Mobile,Mobile Data
1200,11/17/2024,39,36-45,1.5,5.7,1.6,8.8,Laptop,WiFi
1201,6/17/2024,53,46-60,2.1,4.7,1.2,8,Tablet,WiFi
1202,1/25/2024,23,19-25,0.9,1.4,2.5,4.8,Tablet,Mobile Data
1203,11/17/2024,36,36-45,0.7,1.9,2.4,5,Laptop,Mobile Data
1204,5/29/2024,75,60+,3.3,6,2.6,11.9,Laptop,WiFi
1205,1/4/2024,26,26-35,3.6,7,3.4,14,Tablet,WiFi
1206,3/3/2024,70,60+,1.3,3.6,0.9,5.8,Laptop,WiFi
1207,5/6/2024,29,26-35,3.4,6.6,1,11,Tablet,WiFi
1208,2/28/2024,32,26-35,2.8,2.9,0.9,6.6,Mobile,WiFi
1209,11/12/2024,23,19-25,0.4,6.3,3.4,10.1,Mobile,WiFi
1210,7/11/2024,17,13-18,1.5,6.2,1.6,9.3,Tablet,Mobile Data
1211,9/19/2024,42,36-45,0.6,2.4,0.6,3.6,Laptop,WiFi
1212,4/21/2024,45,36-45,2.5,5.7,1.8,10,Mobile,Mobile Data
1213,8/26/2024,50,46-60,1.9,5.1,1.2,8.2,Tablet,WiFi
1214,2/9/2024,18,13-18,3.9,3.4,1.9,9.2,Laptop,WiFi
1215,9/7/2024,51,46-60,2.7,5.9,1,9.6,Tablet,WiFi
1216,11/11/2024,43,36-45,1.2,3.3,3.2,7.7,Tablet,WiFi
1217,8/2/2024,51,46-60,2.7,3.7,3.4,9.8,Laptop,Mobile Data
1218,10/26/2024,62,60+,1.9,3,2.5,7.4,Mobile,Mobile Data
1219,3/14/2024,17,13-18,1.3,3.7,2.6,7.6,Laptop,Mobile Data
1220,4/14/2024,26,26-35,0.6,3.4,2.9,6.9,Laptop,WiFi
1221,7/31/2024,46,46-60,0.8,6.4,1.8,9,Laptop,Mobile Data
1222,6/6/2024,64,60+,1.4,5.6,2.1,9.1,Tablet,WiFi
1223,9/26/2024,16,13-18,2.2,3.9,1.3,7.4,Tablet,WiFi
1224,8/5/2024,19,19-25,3.5,6.7,2.8,13,Laptop,Mobile Data
1225,3/12/2024,18,13-18,1.4,4,1.3,6.7,Mobile,Mobile Data
1226,11/5/2024,43,36-45,2.1,4.9,2.3,9.3,Mobile,WiFi
1227,5/9/2024,28,26-35,3.4,6.6,0.6,10.6,Tablet,WiFi
1228,8/14/2024,37,36-45,1.2,4.1,2.2,7.5,Laptop,WiFi
1229,11/15/2024,48,46-60,2.5,2.4,0.8,5.7,Laptop,Mobile Data
1230,7/4/2024,26,26-35,1.8,2.3,2.8,6.9,Mobile,WiFi
1231,5/8/2024,24,19-25,4,4.2,2.3,10.5,Laptop,WiFi
1232,12/26/2024,22,19-25,2.4,6.2,0.9,9.5,Laptop,WiFi
1233,10/18/2024,23,19-25,0.9,1,1.7,3.6,Mobile,Mobile Data
1234,6/2/2024,32,26-35,0.7,2.3,1.4,4.4,Tablet,Mobile Data
1235,2/27/2024,70,60+,2.3,5.5,1.8,9.6,Laptop,Mobile Data
1236,12/17/2024,36,36-45,3.2,3.9,1.7,8.8,Tablet,Mobile Data
1237,2/16/2024,38,36-45,2.5,5.7,3.3,11.5,Laptop,Mobile Data
1238,10/10/2024,43,36-45,1.4,1.9,0.7,4,Laptop,Mobile Data
1239,9/11/2024,34,26-35,3.8,6.2,2.7,12.7,Tablet,Mobile Data
1240,11/28/2024,42,36-45,3.8,5.6,2.2,11.6,Tablet,Mobile Data
1241,4/14/2024,73,60+,2.1,1.2,0.6,3.9,Laptop,Mobile Data
1242,4/1/2024,17,13-18,3.2,2.7,0.6,6.5,Laptop,WiFi
1243,11/11/2024,22,19-25,3.3,1.2,3.2,7.7,Mobile,WiFi
1244,2/23/2024,67,60+,2.9,5.1,3.4,11.4,Tablet,WiFi
1245,12/8/2024,20,19-25,1.9,1.3,2.8,6,Mobile,WiFi
1246,12/2/2024,28,26-35,1.7,6.8,2.8,11.3,Tablet,Mobile Data
1247,5/15/2024,28,26-35,1.4,3.9,1.5,6.8,Tablet,WiFi
1248,4/9/2024,40,36-45,3,2.8,3,8.8,Laptop,WiFi
1249,5/2/2024,14,13-18,3.6,1.9,2.4,7.9,Tablet,Mobile Data
1250,3/10/2024,24,19-25,2.7,5.2,1.6,9.5,Tablet,WiFi
1251,6/19/2024,27,26-35,1.8,3.4,0.6,5.8,Tablet,WiFi
1252,10/2/2024,61,60+,3.6,4.7,1.7,10,Mobile,WiFi
1253,5/7/2024,44,36-45,1.1,5.4,1.4,7.9,Tablet,WiFi
1254,2/29/2024,22,19-25,1,6,3.3,10.3,Mobile,WiFi
1255,9/3/2024,68,60+,3.2,2.6,2.8,8.6,Laptop,Mobile Data
1256,8/21/2024,66,60+,0.3,6.3,1.4,8,Laptop,Mobile Data
1257,11/2/2024,38,36-45,3.3,3.8,1.3,8.4,Mobile,WiFi
1258,6/25/2024,13,13-18,2.6,4.2,1.5,8.3,Tablet,Mobile Data
1259,3/20/2024,65,60+,0.7,4.1,0.7,5.5,Laptop,Mobile Data
1260,3/20/2024,18,13-18,3.6,4.4,2.8,10.8,Laptop,Mobile Data
1261,3/16/2024,28,26-35,2.5,6.5,2.2,11.2,Mobile,WiFi
1262,11/6/2024,40,36-45,1.3,3.1,2.9,7.3,Laptop,WiFi
1263,7/22/2024,58,46-60,0.7,5.5,3.2,9.4,Laptop,Mobile Data
1264,11/25/2024,17,13-18,0.4,6.8,1.2,8.4,Tablet,Mobile Data
1265,9/1/2024,58,46-60,1.1,6.6,1.5,9.2,Tablet,WiFi
1266,8/23/2024,38,36-45,2,6.1,1.3,9.4,Mobile,WiFi
1267,3/6/2024,42,36-45,4,2.3,2.8,9.1,Tablet,Mobile Data
1268,2/1/2024,23,19-25,1.9,4.9,2.1,8.9,Laptop,Mobile Data
1269,1/4/2024,18,13-18,3.6,3.1,1.8,8.5,Tablet,WiFi
1270,6/2/2024,51,46-60,2.2,6,0.8,9,Tablet,WiFi
1271,1/29/2024,15,13-18,2.7,1.5,2.5,6.7,Tablet,Mobile Data
1272,4/27/2024,31,26-35,2.5,6,2.4,10.9,Tablet,Mobile Data
1273,10/29/2024,70,60+,0.8,5.7,1.9,8.4,Mobile,WiFi
1274,5/13/2024,74,60+,1.2,6.4,3.3,10.9,Mobile,WiFi
1275,4/13/2024,61,60+,0.4,4.7,3.3,8.4,Mobile,Mobile Data
1276,1/28/2024,28,26-35,2.1,6.9,0.6,9.6,Laptop,WiFi
1277,3/16/2024,50,46-60,1,4.2,3,8.2,Mobile,WiFi
1278,3/23/2024,17,13-18,3.7,6.3,0.6,10.6,Laptop,WiFi
1279,4/20/2024,23,19-25,2.2,1.1,1.4,4.7,Laptop,WiFi
1280,12/7/2024,16,13-18,2.2,6.7,3.3,12.2,Tablet,WiFi
1281,8/6/2024,47,46-60,1.2,2.6,1.6,5.4,Laptop,Mobile Data
1282,9/3/2024,20,19-25,4,5.3,1.2,10.5,Tablet,WiFi
1283,8/25/2024,25,19-25,1.5,6.8,3.4,11.7,Mobile,WiFi
1284,12/29/2024,43,36-45,0.7,3.7,0.7,5.1,Tablet,WiFi
1285,5/31/2024,62,60+,2.1,2.3,1.9,6.3,Mobile,Mobile Data
1286,11/8/2024,13,13-18,2.5,3.6,1.4,7.5,Mobile,WiFi
1287,8/3/2024,26,26-35,2.7,4,1.3,8,Laptop,WiFi
1288,9/1/2024,13,13-18,2.9,5.2,1.1,9.2,Mobile,WiFi
1289,8/9/2024,35,26-35,3.8,6.2,3.5,13.5,Mobile,WiFi
1290,4/28/2024,37,36-45,3.5,3.6,1.2,8.3,Mobile,Mobile Data
1291,9/21/2024,28,26-35,1.5,4.3,3.4,9.2,Tablet,WiFi
1292,10/9/2024,45,36-45,1.1,3.7,1.2,6,Tablet,WiFi
1293,2/19/2024,74,60+,3.6,3,1.8,8.4,Tablet,Mobile Data
1294,7/17/2024,71,60+,3.8,4.4,2,10.2,Laptop,WiFi
1295,12/19/2024,61,60+,3.5,3.6,2.6,9.7,Tablet,WiFi
1296,7/3/2024,60,46-60,0.2,3.5,2.6,6.3,Laptop,WiFi
1297,9/9/2024,15,13-18,1.5,2.4,0.5,4.4,Tablet,WiFi
1298,10/24/2024,63,60+,3,2.6,1.6,7.2,Mobile,Mobile Data
1299,12/27/2024,35,26-35,1.5,6.9,3.4,11.8,Tablet,WiFi
1300,9/9/2024,33,26-35,2.3,6.1,1.5,9.9,Laptop,WiFi
1301,1/21/2024,30,26-35,2.4,2.8,0.9,6.1,Laptop,WiFi
1302,4/1/2024,19,19-25,3.4,1,1.2,5.6,Laptop,WiFi
1303,6/11/2024,13,13-18,2.1,1.9,3.5,7.5,Tablet,WiFi
1304,8/19/2024,24,19-25,1.7,2.1,1.3,5.1,Mobile,Mobile Data
1305,6/6/2024,31,26-35,1,6.7,0.7,8.4,Laptop,WiFi
1306,12/30/2024,15,13-18,0.3,3.2,2.7,6.2,Tablet,Mobile Data
1307,7/27/2024,47,46-60,0.6,6.8,3.4,10.8,Mobile,WiFi
1308,5/4/2024,61,60+,0.8,6.3,2.2,9.3,Mobile,WiFi
1309,3/4/2024,60,46-60,1.7,2.3,2.9,6.9,Laptop,WiFi
1310,7/21/2024,13,13-18,3.6,6.2,2.8,12.6,Laptop,Mobile Data
1311,5/9/2024,18,13-18,1.7,3.3,0.7,5.7,Mobile,Mobile Data
1312,12/30/2024,21,19-25,2,1.6,0.7,4.3,Laptop,Mobile Data
1313,1/20/2024,19,19-25,2.3,3.1,1.3,6.7,Tablet,Mobile Data
1314,12/3/2024,61,60+,0.4,4.9,3.4,8.7,Laptop,WiFi
1315,2/9/2024,18,13-18,0.3,5.3,2.8,8.4,Laptop,WiFi
1316,12/9/2024,24,19-25,1.5,1.5,2.4,5.4,Laptop,WiFi
1317,6/19/2024,54,46-60,4,5.4,1.7,11.1,Laptop,WiFi
1318,7/18/2024,30,26-35,3.1,5.9,1.2,10.2,Mobile,Mobile Data
1319,9/1/2024,31,26-35,3.9,3.7,0.8,8.4,Laptop,WiFi
1320,12/13/2024,62,60+,3,4.2,1.9,9.1,Mobile,WiFi
1321,11/29/2024,24,19-25,3,5.9,3.1,12,Mobile,WiFi
1322,2/1/2024,38,36-45,0.8,3.1,2.9,6.8,Tablet,Mobile Data
1323,1/26/2024,52,46-60,0.6,2.5,0.9,4,Mobile,Mobile Data
1324,8/6/2024,51,46-60,2.3,2,2.6,6.9,Laptop,WiFi
1325,4/12/2024,46,46-60,1.9,6.9,2.7,11.5,Laptop,WiFi
1326,3/5/2024,54,46-60,0.3,2,1.2,3.5,Laptop,WiFi
1327,8/15/2024,63,60+,1.1,1.4,2.8,5.3,Laptop,WiFi
1328,1/6/2024,15,13-18,2.9,1.2,2.9,7,Tablet,WiFi
1329,2/21/2024,34,26-35,2.3,3.5,1.9,7.7,Mobile,Mobile Data
1330,7/4/2024,19,19-25,1.6,1.9,2.4,5.9,Tablet,Mobile Data
1331,9/15/2024,58,46-60,1.1,3.1,2.2,6.4,Laptop,WiFi
1332,5/25/2024,23,19-25,2.5,5.3,2.2,10,Laptop,WiFi
1333,10/18/2024,45,36-45,3.1,1.3,0.7,5.1,Tablet,WiFi
1334,4/16/2024,32,26-35,3.3,5,1.8,10.1,Laptop,WiFi
1335,12/21/2024,32,26-35,3.3,2.5,1.3,7.1,Mobile,Mobile Data
1336,3/24/2024,48,46-60,3.6,3.2,0.8,7.6,Laptop,Mobile Data
1337,8/5/2024,34,26-35,1.1,3.4,2.5,7,Laptop,Mobile Data
1338,9/30/2024,14,13-18,0.9,5.3,3,9.2,Laptop,WiFi
1339,6/13/2024,34,26-35,3.1,1.3,0.7,5.1,Tablet,Mobile Data
1340,7/6/2024,41,36-45,0.7,6.4,2,9.1,Mobile,WiFi
1341,8/14/2024,67,60+,2.6,5.3,2.5,10.4,Tablet,WiFi
1342,12/7/2024,25,19-25,1.3,5.7,1.9,8.9,Mobile,Mobile Data
1343,1/5/2024,60,46-60,3.1,2.1,2.9,8.1,Tablet,Mobile Data
1344,9/13/2024,33,26-35,1.1,1.4,1.4,3.9,Laptop,WiFi
1345,7/26/2024,63,60+,1.1,5.4,1,7.5,Tablet,Mobile Data
1346,4/18/2024,14,13-18,2,7,2.2,11.2,Laptop,WiFi
1347,1/30/2024,72,60+,1.1,3.9,0.9,5.9,Tablet,WiFi
1348,6/8/2024,48,46-60,0.8,1.4,3.3,5.5,Laptop,Mobile Data
1349,11/10/2024,36,36-45,0.5,2.9,2.4,5.8,Mobile,Mobile Data
